name,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Reckling Peak 86702,Valid,L6,195.2,Found,01/01/1986 12:00:00 AM,-76.24615,158.62928,"(-76.246150, 158.629280)"
Reckling Peak 86703,Valid,H6,196,Found,01/01/1986 12:00:00 AM,-76.24209,158.63823,"(-76.242090, 158.638230)"
Reckling Peak 86704,Valid,LL6,137.9,Found,01/01/1986 12:00:00 AM,-76.2372,158.67634,"(-76.237200, 158.676340)"
Reckling Peak 86705,Valid,H5,68.5,Found,01/01/1986 12:00:00 AM,-76.23773,158.67436,"(-76.237730, 158.674360)"
Reckling Peak 92400,Valid,CM2,7.8,Found,01/01/1992 12:00:00 AM,-76.2314,158.06295,"(-76.231400, 158.062950)"
Reckling Peak 92401,Valid,CM2,7,Found,01/01/1992 12:00:00 AM,-76.24068,158.15472,"(-76.240680, 158.154720)"
Reckling Peak 92402,Valid,CM2,8,Found,01/01/1992 12:00:00 AM,-76.24205,158.1622,"(-76.242050, 158.162200)"
Reckling Peak 92403,Valid,Eucrite-br,4.1,Found,01/01/1992 12:00:00 AM,-76.24666,157.886,"(-76.246660, 157.886000)"
Reckling Peak 92404,Valid,LL6,1419.9,Found,01/01/1992 12:00:00 AM,-76.22084,158.40541,"(-76.220840, 158.405410)"
Reckling Peak 92405,Valid,L5,1331.5,Found,01/01/1992 12:00:00 AM,-76.23065,158.52807,"(-76.230650, 158.528070)"
Reckling Peak 92406,Valid,H6,592.7,Found,01/01/1992 12:00:00 AM,-76.23124,158.10179,"(-76.231240, 158.101790)"
Reckling Peak 92407,Valid,L6,127.9,Found,01/01/1992 12:00:00 AM,-76.26077,158.5667,"(-76.260770, 158.566700)"
Reckling Peak 92408,Valid,L6,72.2,Found,01/01/1992 12:00:00 AM,-76.23147,158.53078,"(-76.231470, 158.530780)"
Reckling Peak 92409,Valid,L6,72.2,Found,01/01/1992 12:00:00 AM,-76.2201,158.37606,"(-76.220100, 158.376060)"
Reckling Peak 92410,Valid,L4,53.8,Found,01/01/1992 12:00:00 AM,-76.25589,158.57717,"(-76.255890, 158.577170)"
Reckling Peak 92411,Valid,H5,21.3,Found,01/01/1992 12:00:00 AM,-76.23116,158.32857,"(-76.231160, 158.328570)"
Reckling Peak 92412,Valid,L6,18.6,Found,01/01/1992 12:00:00 AM,-76.27165,158.17431,"(-76.271650, 158.174310)"
Reckling Peak 92413,Valid,LL3.7,1.7,Found,01/01/1992 12:00:00 AM,-76.21977,158.37928,"(-76.219770, 158.379280)"
Reckling Peak 92414,Valid,L6,4.1,Found,01/01/1992 12:00:00 AM,-76.21976,158.3794,"(-76.219760, 158.379400)"
Reckling Peak 92415,Valid,H6,18.6,Found,01/01/1992 12:00:00 AM,-76.23833,158.24891,"(-76.238330, 158.248910)"
Reckling Peak 92416,Valid,LL3.7,39.9,Found,01/01/1992 12:00:00 AM,-76.24279,158.65633,"(-76.242790, 158.656330)"
Reckling Peak 92417,Valid,LL4,2.9,Found,01/01/1992 12:00:00 AM,-76.22074,157.81496,"(-76.220740, 157.814960)"
Reckling Peak 92418,Valid,H5,9,Found,01/01/1992 12:00:00 AM,-76.2475,157.90708,"(-76.247500, 157.907080)"
Reckling Peak 92419,Valid,L6,10.2,Found,01/01/1992 12:00:00 AM,-76.24717,158.59528,"(-76.247170, 158.595280)"
Reckling Peak 92420,Valid,H5,6.6,Found,01/01/1992 12:00:00 AM,-76.23184,158.37771,"(-76.231840, 158.377710)"
Reckling Peak 92421,Valid,L6,3.1,Found,01/01/1992 12:00:00 AM,-76.22124,157.82009,"(-76.221240, 157.820090)"
Reckling Peak 92422,Valid,H5,12.9,Found,01/01/1992 12:00:00 AM,-76.21993,158.37778,"(-76.219930, 158.377780)"
Reckling Peak 92423,Valid,L6,3.8,Found,01/01/1992 12:00:00 AM,-76.22029,158.37967,"(-76.220290, 158.379670)"
Reckling Peak 92424,Valid,H5,6.5,Found,01/01/1992 12:00:00 AM,-76.22067,158.37624,"(-76.220670, 158.376240)"
Reckling Peak 92425,Valid,L6,6.5,Found,01/01/1992 12:00:00 AM,-76.22,158.37676,"(-76.220000, 158.376760)"
Reckling Peak 92426,Valid,LL6,65.8,Found,01/01/1992 12:00:00 AM,-76.23897,158.22577,"(-76.238970, 158.225770)"
Reckling Peak 92427,Valid,L6,3.9,Found,01/01/1992 12:00:00 AM,-76.22084,158.37395,"(-76.220840, 158.373950)"
Reckling Peak 92428,Valid,L6,6.4,Found,01/01/1992 12:00:00 AM,-76.22055,158.37601,"(-76.220550, 158.376010)"
Reckling Peak 92429,Valid,L6,1.9,Found,01/01/1992 12:00:00 AM,-76.22173,157.7867,"(-76.221730, 157.786700)"
Reckling Peak 92430,Valid,H5,12.7,Found,01/01/1992 12:00:00 AM,-76.22008,158.37635,"(-76.220080, 158.376350)"
Reckling Peak 92431,Valid,L6,1.2,Found,01/01/1992 12:00:00 AM,-76.21987,158.37838,"(-76.219870, 158.378380)"
Reckling Peak 92432,Valid,L6,1.2,Found,01/01/1992 12:00:00 AM,-76.21987,158.37891,"(-76.219870, 158.378910)"
Reckling Peak 92433,Valid,L6,1.5,Found,01/01/1992 12:00:00 AM,-76.21983,158.379,"(-76.219830, 158.379000)"
Reckling Peak 92434,Valid,H4,37.5,Found,01/01/1992 12:00:00 AM,-76.2329,158.10233,"(-76.232900, 158.102330)"
Reckling Peak 92435,Valid,CH3,4.6,Found,01/01/1992 12:00:00 AM,-76.23129,158.10208,"(-76.231290, 158.102080)"
Reckling Peak 92436,Valid,L6,2,Found,01/01/1992 12:00:00 AM,-76.24181,158.15758,"(-76.241810, 158.157580)"
Reckling Peak 92437,Valid,H6,2.9,Found,01/01/1992 12:00:00 AM,-76.24041,158.09012,"(-76.240410, 158.090120)"
Reckling Peak 92438,Valid,L6,2.9,Found,01/01/1992 12:00:00 AM,-76.22004,158.37901,"(-76.220040, 158.379010)"
Reckling Peak 92439,Valid,L6,0.5,Found,01/01/1992 12:00:00 AM,-76.21987,158.37834,"(-76.219870, 158.378340)"
Reckling Peak 92440,Valid,H6,2.2,Found,01/01/1992 12:00:00 AM,-76.23986,158.14723,"(-76.239860, 158.147230)"
Reckling Peak 92441,Valid,L6,2.2,Found,01/01/1992 12:00:00 AM,-76.24171,158.15736,"(-76.241710, 158.157360)"
Reckling Peak 92442,Valid,L6,4.8,Found,01/01/1992 12:00:00 AM,-76.22419,158.04572,"(-76.224190, 158.045720)"
Reckling Peak 92443,Valid,L6,1.4,Found,01/01/1992 12:00:00 AM,-76.21999,158.37833,"(-76.219990, 158.378330)"
Reckling Peak 92444,Valid,L6,1.6,Found,01/01/1992 12:00:00 AM,-76.21992,158.37834,"(-76.219920, 158.378340)"
Reckling Peak 92445,Valid,L6,1.6,Found,01/01/1992 12:00:00 AM,-76.23098,158.10146,"(-76.230980, 158.101460)"
Reckling Peak 92446,Valid,L6,0.8,Found,01/01/1992 12:00:00 AM,-76.2403,158.14882,"(-76.240300, 158.148820)"
Reckling Peak A78001,Valid,L6,234.9,Found,01/01/1978 12:00:00 AM,-76.26667,159.25,"(-76.266670, 159.250000)"
Reckling Peak A78002,Valid,H4,8483,Found,01/01/1978 12:00:00 AM,-76.26667,159.25,"(-76.266670, 159.250000)"
Reckling Peak A78003,Valid,L6,1276,Found,01/01/1978 12:00:00 AM,-76.26667,159.25,"(-76.266670, 159.250000)"
Reckling Peak A78004,Valid,H4,166.9,Found,01/01/1978 12:00:00 AM,-76.26667,159.25,"(-76.266670, 159.250000)"
Reckling Peak A78005,Valid,H5,28.7,Found,01/01/1978 12:00:00 AM,-76.26667,159.25,"(-76.266670, 159.250000)"
Reckling Peak A79001,Valid,L6,3006,Found,01/01/1979 12:00:00 AM,-76.26667,159.25,"(-76.266670, 159.250000)"
Reckling Peak A79002,Valid,L6,203.6,Found,01/01/1979 12:00:00 AM,-76.26667,159.25,"(-76.266670, 159.250000)"
Reckling Peak A79003,Valid,H6,182.2,Found,01/01/1979 12:00:00 AM,-76.21391,158.43325,"(-76.213910, 158.433250)"
Reckling Peak A79004,Valid,H5,370.9,Found,01/01/1979 12:00:00 AM,-76.26667,159.25,"(-76.266670, 159.250000)"
Reckling Peak A79008,Valid,L3.5-3.8,73,Found,01/01/1979 12:00:00 AM,-76.21615,158.54499,"(-76.216150, 158.544990)"
Reckling Peak A79009,Valid,H6,54.7,Found,01/01/1979 12:00:00 AM,-76.24017,158.59811,"(-76.240170, 158.598110)"
Reckling Peak A79012,Valid,H6,12.8,Found,01/01/1979 12:00:00 AM,-76.26667,159.25,"(-76.266670, 159.250000)"
Reckling Peak A79013,Valid,L5,11,Found,01/01/1979 12:00:00 AM,-76.22643,158.44552,"(-76.226430, 158.445520)"
Reckling Peak A79014,Valid,H5,77.7,Found,01/01/1979 12:00:00 AM,-76.26667,159.25,"(-76.266670, 159.250000)"
Reckling Peak A79015,Valid,Mesosiderite-an,10022,Found,01/01/1979 12:00:00 AM,-76.21541,158.5392,"(-76.215410, 158.539200)"
Reckling Peak A80201,Valid,H6,813,Found,01/01/1980 12:00:00 AM,-76.23128,158.44261,"(-76.231280, 158.442610)"
Reckling Peak A80202,Valid,L6,544.5,Found,01/01/1980 12:00:00 AM,-76.2509,158.30797,"(-76.250900, 158.307970)"
Reckling Peak A80203,Valid,H6,3.8,Found,01/01/1980 12:00:00 AM,-76.20657,158.49351,"(-76.206570, 158.493510)"
Reckling Peak A80204,Valid,Eucrite-br,15.5,Found,01/01/1980 12:00:00 AM,-76.21079,158.45722,"(-76.210790, 158.457220)"
Reckling Peak A80205,Valid,H3.8,53.8,Found,01/01/1980 12:00:00 AM,-76.20733,158.49357,"(-76.207330, 158.493570)"
Reckling Peak A80206,Valid,H6,46.6,Found,01/01/1980 12:00:00 AM,-76.21745,158.39695,"(-76.217450, 158.396950)"
Reckling Peak A80207,Valid,H3.2-3.7,17.7,Found,01/01/1980 12:00:00 AM,-76.21498,158.42109,"(-76.214980, 158.421090)"
Reckling Peak A80208,Valid,H6,10.2,Found,01/01/1980 12:00:00 AM,-76.2094,158.46797,"(-76.209400, 158.467970)"
Reckling Peak A80209,Valid,L5,9.7,Found,01/01/1980 12:00:00 AM,-76.26667,159.25,"(-76.266670, 159.250000)"
Reckling Peak A80210,Valid,H5,10.6,Found,01/01/1980 12:00:00 AM,-76.22193,158.53607,"(-76.221930, 158.536070)"
Reckling Peak A80211,Valid,H6,2.1,Found,01/01/1980 12:00:00 AM,-76.2111,158.44744,"(-76.211100, 158.447440)"
Reckling Peak A80213,Valid,H6,19.1,Found,01/01/1980 12:00:00 AM,-76.24078,158.23886,"(-76.240780, 158.238860)"
Reckling Peak A80214,Valid,H6,4.9,Found,01/01/1980 12:00:00 AM,-76.20679,158.48487,"(-76.206790, 158.484870)"
Reckling Peak A80215,Valid,L6,9,Found,01/01/1980 12:00:00 AM,-76.22116,158.66995,"(-76.221160, 158.669950)"
Reckling Peak A80216,Valid,L4,44.3,Found,01/01/1980 12:00:00 AM,-76.21776,158.60617,"(-76.217760, 158.606170)"
Reckling Peak A80217,Valid,H5,7.8,Found,01/01/1980 12:00:00 AM,-76.20676,158.50007,"(-76.206760, 158.500070)"
Reckling Peak A80218,Valid,H5,6.7,Found,01/01/1980 12:00:00 AM,-76.23781,158.26243,"(-76.237810, 158.262430)"
Reckling Peak A80219,Valid,L6,21.5,Found,01/01/1980 12:00:00 AM,-76.24226,158.2669,"(-76.242260, 158.266900)"
Reckling Peak A80220,Valid,H5,124.5,Found,01/01/1980 12:00:00 AM,-76.22333,158.68446,"(-76.223330, 158.684460)"
Reckling Peak A80221,Valid,H6,51.9,Found,01/01/1980 12:00:00 AM,-76.23614,158.32788,"(-76.236140, 158.327880)"
Reckling Peak A80222,Valid,LL6,7,Found,01/01/1980 12:00:00 AM,-76.23837,158.24867,"(-76.238370, 158.248670)"
Reckling Peak A80223,Valid,H5,25.1,Found,01/01/1980 12:00:00 AM,-76.22305,158.56938,"(-76.223050, 158.569380)"
Reckling Peak A80224,Valid,Eucrite-unbr,8,Found,01/01/1980 12:00:00 AM,-76.20614,158.50694,"(-76.206140, 158.506940)"
Reckling Peak A80225,Valid,L6,8.3,Found,01/01/1980 12:00:00 AM,-76.23611,158.31754,"(-76.236110, 158.317540)"
Reckling Peak A80226,Valid,"Iron, IAB-sLL",160.3,Found,01/01/1980 12:00:00 AM,-76.25201,158.59721,"(-76.252010, 158.597210)"
Reckling Peak A80227,Valid,H5,7.7,Found,01/01/1980 12:00:00 AM,-76.21592,158.61984,"(-76.215920, 158.619840)"
Reckling Peak A80228,Valid,L5,11.1,Found,01/01/1980 12:00:00 AM,-76.22384,158.56194,"(-76.223840, 158.561940)"
Reckling Peak A80229,Valid,Mesosiderite-an,14.1,Found,01/01/1980 12:00:00 AM,-76.20775,158.49356,"(-76.207750, 158.493560)"
Reckling Peak A80230,Valid,H5,58.2,Found,01/01/1980 12:00:00 AM,-76.20756,158.50933,"(-76.207560, 158.509330)"
Reckling Peak A80231,Valid,H6,238.1,Found,01/01/1980 12:00:00 AM,-76.229,158.26337,"(-76.229000, 158.263370)"
Reckling Peak A80232,Valid,H4,80.1,Found,01/01/1980 12:00:00 AM,-76.20798,158.48295,"(-76.207980, 158.482950)"
Reckling Peak A80233,Valid,H5,413.5,Found,01/01/1980 12:00:00 AM,-76.22172,158.68468,"(-76.221720, 158.684680)"
Reckling Peak A80234,Valid,LL5,136.2,Found,01/01/1980 12:00:00 AM,-76.23529,158.3267,"(-76.235290, 158.326700)"
Reckling Peak A80235,Valid,LL6,261.2,Found,01/01/1980 12:00:00 AM,-76.219,158.4182,"(-76.219000, 158.418200)"
Reckling Peak A80236,Valid,H5,15.6,Found,01/01/1980 12:00:00 AM,-76.20692,158.52362,"(-76.206920, 158.523620)"
Reckling Peak A80237,Valid,H4,22.2,Found,01/01/1980 12:00:00 AM,-76.22227,158.43047,"(-76.222270, 158.430470)"
Reckling Peak A80238,Valid,LL6,18.4,Found,01/01/1980 12:00:00 AM,-76.24369,158.21734,"(-76.243690, 158.217340)"
Reckling Peak A80239,Valid,Ureilite,5.6,Found,01/01/1980 12:00:00 AM,-76.22616,158.61317,"(-76.226160, 158.613170)"
Reckling Peak A80240,Valid,H5,61.4,Found,01/01/1980 12:00:00 AM,-76.24984,158.20758,"(-76.249840, 158.207580)"
Reckling Peak A80241,Valid,CV3,61.4,Found,01/01/1980 12:00:00 AM,-76.21171,158.44122,"(-76.211710, 158.441220)"
Reckling Peak A80242,Valid,L4,7.3,Found,01/01/1980 12:00:00 AM,-76.21964,158.3792,"(-76.219640, 158.379200)"
Reckling Peak A80243,Valid,H5,3.4,Found,01/01/1980 12:00:00 AM,-76.21013,158.47461,"(-76.210130, 158.474610)"
Reckling Peak A80244,Valid,H5,14.2,Found,01/01/1980 12:00:00 AM,-76.2173,158.40175,"(-76.217300, 158.401750)"
Reckling Peak A80245,Valid,H5,36.7,Found,01/01/1980 12:00:00 AM,-76.2388,158.27019,"(-76.238800, 158.270190)"
Reckling Peak A80246,Valid,Mesosiderite-an,5.8,Found,01/01/1980 12:00:00 AM,-76.20809,158.49261,"(-76.208090, 158.492610)"
Reckling Peak A80247,Valid,H5,1.1,Found,01/01/1980 12:00:00 AM,-76.2061,158.48433,"(-76.206100, 158.484330)"
Reckling Peak A80248,Valid,LL6,11.3,Found,01/01/1980 12:00:00 AM,-76.23599,158.2172,"(-76.235990, 158.217200)"
Reckling Peak A80249,Valid,H5,9.7,Found,01/01/1980 12:00:00 AM,-76.22867,158.2662,"(-76.228670, 158.266200)"
Reckling Peak A80250,Valid,H5,3.9,Found,01/01/1980 12:00:00 AM,-76.22305,158.35396,"(-76.223050, 158.353960)"
Reckling Peak A80251,Valid,H5,29.1,Found,01/01/1980 12:00:00 AM,-76.24699,158.24228,"(-76.246990, 158.242280)"
Reckling Peak A80252,Valid,L6,11.2,Found,01/01/1980 12:00:00 AM,-76.21547,158.40042,"(-76.215470, 158.400420)"
Reckling Peak A80253,Valid,LL5,4.6,Found,01/01/1980 12:00:00 AM,-76.22278,158.79288,"(-76.222780, 158.792880)"
Reckling Peak A80254,Valid,H6,68.5,Found,01/01/1980 12:00:00 AM,-76.2233,158.35405,"(-76.223300, 158.354050)"
Reckling Peak A80255,Valid,H6,6.7,Found,01/01/1980 12:00:00 AM,-76.20663,158.48102,"(-76.206630, 158.481020)"
Reckling Peak A80256,Valid,L3.6-4,153.2,Found,01/01/1980 12:00:00 AM,-76.21805,158.81183,"(-76.218050, 158.811830)"
Reckling Peak A80257,Valid,H5,8.5,Found,01/01/1980 12:00:00 AM,-76.22342,158.35226,"(-76.223420, 158.352260)"
Reckling Peak A80258,Valid,Mesosiderite-an,4.3,Found,01/01/1980 12:00:00 AM,-76.21321,158.44041,"(-76.213210, 158.440410)"
Reckling Peak A80259,Valid,EH5,20.2,Found,01/01/1980 12:00:00 AM,-76.23537,158.71484,"(-76.235370, 158.714840)"
Reckling Peak A80260,Valid,H5,7.5,Found,01/01/1980 12:00:00 AM,-76.22062,158.37624,"(-76.220620, 158.376240)"
Reckling Peak A80261,Valid,L6,61.6,Found,01/01/1980 12:00:00 AM,-76.23503,158.76036,"(-76.235030, 158.760360)"
Reckling Peak A80262,Valid,H6,32.1,Found,01/01/1980 12:00:00 AM,-76.20921,158.47558,"(-76.209210, 158.475580)"
Reckling Peak A80263,Valid,Mesosiderite-an,16.7,Found,01/01/1980 12:00:00 AM,-76.20864,158.51051,"(-76.208640, 158.510510)"
Reckling Peak A80264,Valid,L6,23.9,Found,01/01/1980 12:00:00 AM,-76.22141,158.67192,"(-76.221410, 158.671920)"
Reckling Peak A80265,Valid,H6,7.8,Found,01/01/1980 12:00:00 AM,-76.21466,158.4273,"(-76.214660, 158.427300)"
Reckling Peak A80266,Valid,H6,9.8,Found,01/01/1980 12:00:00 AM,-76.23843,158.28864,"(-76.238430, 158.288640)"
Reckling Peak A80267,Valid,H4,24.2,Found,01/01/1980 12:00:00 AM,-76.20655,158.50946,"(-76.206550, 158.509460)"
Reckling Peak A80268,Valid,L5,3.4,Found,01/01/1980 12:00:00 AM,-76.23302,158.27002,"(-76.233020, 158.270020)"
Red Deer Hill,Valid,L6,2510,Found,01/01/1975 12:00:00 AM,53.075,-105.84167,"(53.075000, -105.841670)"
Red Dry Lake 002,Valid,H6,21.5,Found,01/01/2001 12:00:00 AM,35.65306,-114.02437,"(35.653060, -114.024370)"
Red Dry Lake 003,Valid,H6,94,Found,01/01/2001 12:00:00 AM,35.64552,-114.03069,"(35.645520, -114.030690)"
Red Dry Lake 004,Valid,H6,13.5,Found,01/01/2001 12:00:00 AM,35.6464,-114.02849,"(35.646400, -114.028490)"
Red Dry Lake 005,Valid,H6,12,Found,01/01/2001 12:00:00 AM,35.64645,-114.02853,"(35.646450, -114.028530)"
Red Dry Lake 006,Valid,H4,40,Found,01/01/2001 12:00:00 AM,35.62705,-114.04336,"(35.627050, -114.043360)"
Red Dry Lake 009,Valid,H3.6,13,Found,01/01/2001 12:00:00 AM,35.62723,-114.04323,"(35.627230, -114.043230)"
Red Dry Lake 022,Valid,H6,17,Found,01/01/2002 12:00:00 AM,35.66185,-114.0271,"(35.661850, -114.027100)"
Red Dry Lake 023,Valid,L5,5.9,Found,01/01/2002 12:00:00 AM,35.66375,-114.02698,"(35.663750, -114.026980)"
Red Dry Lake 024,Valid,L5,17.9,Found,01/01/2003 12:00:00 AM,35.69732,-114.032,"(35.697320, -114.032000)"
Red Dry Lake 025,Valid,L5/6,6.55,Found,01/01/2003 12:00:00 AM,35.67947,-114.04338,"(35.679470, -114.043380)"
Red Dry Lake 028,Valid,H4,11.3,Found,01/01/2004 12:00:00 AM,35.6448,-114.03452,"(35.644800, -114.034520)"
Red Dry Lake 029,Valid,H4,5.25,Found,01/01/2004 12:00:00 AM,35.62682,-114.04373,"(35.626820, -114.043730)"
Red Dry Lake 031,Valid,H4,4.8,Found,01/01/2002 12:00:00 AM,35.69733,-114.06167,"(35.697330, -114.061670)"
Red Dry Lake 063,Valid,H4,6,Found,01/01/2006 12:00:00 AM,35.63333,-114.08333,"(35.633330, -114.083330)"
Red Dry Lake 064,Valid,H5,6,Found,01/01/2006 12:00:00 AM,35.64133,-114.09,"(35.641330, -114.090000)"
Red Dry Lake 065,Valid,L6,3,Found,01/01/2006 12:00:00 AM,35.647,-114.0955,"(35.647000, -114.095500)"
Red Dry Lake 067,Valid,L3.4,6.2,Found,01/01/2009 12:00:00 AM,35.65868,-114.02573,"(35.658680, -114.025730)"
Red Dry Lake 068,Valid,H4,26.2,Found,01/01/2008 12:00:00 AM,35.64,-114.03285,"(35.640000, -114.032850)"
Red Dry Lake 071,Valid,H6,4.35,Found,01/01/2010 12:00:00 AM,35.62453,-114.04688,"(35.624530, -114.046880)"
Red River,Valid,"Iron, IIIAB",800000,Found,01/01/1808 12:00:00 AM,32,-95,"(32.000000, -95.000000)"
Red Rock,Valid,"Iron, IIIAB",47600,Found,01/01/1976 12:00:00 AM,35.41667,-117.91667,"(35.416670, -117.916670)"
Red Willow,Valid,Iron,2750,Found,01/01/1899 12:00:00 AM,40.25,-100.5,"(40.250000, -100.500000)"
Redfields,Valid,"Iron, ungrouped",8740,Found,01/01/1969 12:00:00 AM,-30.71667,116.5,"(-30.716670, 116.500000)"
Redwater,Valid,H4,229.5,Found,01/01/2009 12:00:00 AM,53.9329,-112.977,"(53.932900, -112.977000)"
Reed City,Valid,"Iron, ungrouped",20000,Found,01/01/1895 12:00:00 AM,43.86667,-85.51667,"(43.866670, -85.516670)"
Reggane 001,Valid,H5,37,Found,01/01/1989 12:00:00 AM,25.58333,0.5,"(25.583330, 0.500000)"
Reggane 002,Valid,L5,71,Found,01/01/1989 12:00:00 AM,25.63333,0.53333,"(25.633330, 0.533330)"
Reggane 003,Valid,H4,9500,Found,01/01/1989 12:00:00 AM,25.63333,0.5,"(25.633330, 0.500000)"
Reid,Valid,H5,144.1,Found,01/01/1969 12:00:00 AM,-30.06667,128.98333,"(-30.066670, 128.983330)"
Reid 002,Valid,L6,66.5,Found,01/01/1974 12:00:00 AM,-30.06667,128.96667,"(-30.066670, 128.966670)"
Reid 003,Valid,L5,128.7,Found,01/01/1974 12:00:00 AM,-30.06667,128.96667,"(-30.066670, 128.966670)"
Reid 004,Valid,H5,295,Found,01/01/1977 12:00:00 AM,-30.25,128.8,"(-30.250000, 128.800000)"
Reid 005,Valid,L5-6,42.8,Found,01/01/1977 12:00:00 AM,-30.15,128.8,"(-30.150000, 128.800000)"
Reid 006,Valid,H5,920,Found,01/01/1978 12:00:00 AM,-30.6,128.48333,"(-30.600000, 128.483330)"
Reid 007,Valid,L6,2050,Found,01/01/1982 12:00:00 AM,-30.65,128.40833,"(-30.650000, 128.408330)"
Reid 008,Valid,L6,221,Found,01/01/1982 12:00:00 AM,-30.08333,128.81667,"(-30.083330, 128.816670)"
Reid 009,Valid,H4,47.8,Found,01/01/1986 12:00:00 AM,-30.31667,128.985,"(-30.316670, 128.985000)"
Reid 010,Valid,H6,8220,Found,01/01/1986 12:00:00 AM,-30.32167,128.85,"(-30.321670, 128.850000)"
Reid 011,Valid,H3-6,4760,Found,01/01/1986 12:00:00 AM,-30.21667,128.3,"(-30.216670, 128.300000)"
Reid 012,Valid,L6,1367,Found,01/01/1989 12:00:00 AM,-30.5,128.5,"(-30.500000, 128.500000)"
Reid 013,Valid,Brachinite,330,Found,01/01/1991 12:00:00 AM,-30.08333,128.91667,"(-30.083330, 128.916670)"
Reid 014,Valid,L6,125,Found,01/01/1991 12:00:00 AM,-30.08333,128.83333,"(-30.083330, 128.833330)"
Reid 015,Valid,H5,23.5,Found,01/01/1991 12:00:00 AM,-30.28667,128.635,"(-30.286670, 128.635000)"
Reid 016,Valid,Ureilite-pmict,110,Found,01/01/1995 12:00:00 AM,-30.16667,129,"(-30.166670, 129.000000)"
Reid 017,Valid,L3.7,110,Found,01/01/1995 12:00:00 AM,-30.16667,128.91667,"(-30.166670, 128.916670)"
Reid 018,Valid,L5,121,Found,01/01/1993 12:00:00 AM,-30.08333,128.91667,"(-30.083330, 128.916670)"
Reid 019,Valid,L6,56,Found,01/01/1993 12:00:00 AM,-30.51733,128.47617,"(-30.517330, 128.476170)"
Reid 020,Valid,L6,32,Found,01/01/1993 12:00:00 AM,-30.51667,128.45833,"(-30.516670, 128.458330)"
Reid 021,Valid,L6,20,Found,01/01/1993 12:00:00 AM,-30.06783,128.98483,"(-30.067830, 128.984830)"
Reid 022,Valid,H4,188,Found,01/01/1993 12:00:00 AM,-30.30283,128.52617,"(-30.302830, 128.526170)"
Reid 023,Valid,H5,59,Found,01/01/1993 12:00:00 AM,-30.30083,128.5255,"(-30.300830, 128.525500)"
Reid 024,Valid,H5,96,Found,01/01/1993 12:00:00 AM,-30.31833,128.38333,"(-30.318330, 128.383330)"
Reid 025,Valid,L6,21.4,Found,01/01/1991 12:00:00 AM,-30.28667,128.57333,"(-30.286670, 128.573330)"
Reid 026,Valid,LL6,100.6,Found,01/01/1991 12:00:00 AM,-30.24833,128.63528,"(-30.248330, 128.635280)"
Reid 027,Valid,Brachinite,19.7,Found,01/01/1991 12:00:00 AM,-30.31806,128.37333,"(-30.318060, 128.373330)"
Reid 028,Valid,H6,30.6,Found,01/01/1999 12:00:00 AM,-30.12367,128.8495,"(-30.123670, 128.849500)"
Rencoret 001,Valid,H6,1992,Found,01/01/1996 12:00:00 AM,-23.17556,-69.71833,"(-23.175560, -69.718330)"
Renfrow,Valid,L6,81600,Found,01/01/1986 12:00:00 AM,36.98667,-97.555,"(36.986670, -97.555000)"
Republican River,Valid,H4,135,Found,01/01/1942 12:00:00 AM,40.08333,-98.91667,"(40.083330, -98.916670)"
Retuerta del Bullaque,Valid,"Iron, IAB-MG",100000,Found,01/01/1980 12:00:00 AM,39.45889,-4.3775,"(39.458890, -4.377500)"
Rhall Amane 001,Valid,H4,224,Found,01/01/2005 12:00:00 AM,23.2925,-10.17483,"(23.292500, -10.174830)"
Rhall Amane 002,Valid,LL6,383,Found,01/01/2005 12:00:00 AM,23.39067,-9.94017,"(23.390670, -9.940170)"
Rhine Villa,Valid,"Iron, IIIE",3325,Found,01/01/1900 12:00:00 AM,-34.66667,139.28333,"(-34.666670, 139.283330)"
Rhineland,Valid,H5,6240,Found,01/01/1961 12:00:00 AM,33.53333,-99.61667,"(33.533330, -99.616670)"
Rica Aventura,Valid,"Iron, IVA",5395,Found,01/01/1910 12:00:00 AM,-21.98333,-69.61667,"(-21.983330, -69.616670)"
Richa,Valid,"Iron, IID",1500,Found,01/01/1960 12:00:00 AM,10,9,"(10.000000, 9.000000)"
Richfield,Valid,LL3.7,40800,Found,01/01/1983 12:00:00 AM,37.22222,-101.68139,"(37.222220, -101.681390)"
Richland,Valid,"Iron, IIAB",50600,Found,01/01/1951 12:00:00 AM,31.9,-96.4,"(31.900000, -96.400000)"
Ridgecrest,Valid,H5,9.69,Found,01/01/1958 12:00:00 AM,35.58333,-117.56667,"(35.583330, -117.566670)"
Rifle,Valid,"Iron, IAB-MG",102700,Found,01/01/1948 12:00:00 AM,38.51667,-107.83333,"(38.516670, -107.833330)"
Rincon,Valid,L6,249.4,Found,01/01/1995 12:00:00 AM,-23.87083,-67.17639,"(-23.870830, -67.176390)"
Rio Bunge,Valid,L,11,Found,,,,
Río Cuarto 001,Valid,Eucrite,62.7,Found,,-32.87167,-64.22333,"(-32.871670, -64.223330)"
Rio do Pires,Valid,L6,118,Found,01/01/1991 12:00:00 AM,-13.12333,-42.2885,"(-13.123330, -42.288500)"
Rio Limay,Valid,L5,280000,Found,01/01/1995 12:00:00 AM,-39.85,-69.48333,"(-39.850000, -69.483330)"
